state,office,BPI,polls,variance,standard_deviation,number_of_polls,last_30_polls
Alabama,Governor,38.856911087573444,NA,11.85820905459838,3.4435750397803706,0,0
Alabama,Senate,38.856911087573444,NA,11.85820905459838,3.4435750397803706,0,0
Alaska,Senate,42.34414164928131,0.5323010502543489,31.207809276177386,5.586395016124207,30,9
Alaska,Governor,42.34414164928131,NA,13.41324477254287,3.662409694796975,0,0
Arizona,Senate,41.38652082164871,0.5351478917074182,25.927399453027306,5.091895467606077,19,8
Arizona,Governor,41.38652082164871,0.4960442901966435,19.57717905144469,4.42461061014918,15,8
Arkansas,Senate,36.5803502611594,0.41216216216216217,11.068651630317426,3.3269583150856317,1,0
Arkansas,Governor,36.5803502611594,0.3840794997480911,10.70637661797994,3.272059996085026,4,0
California,Governor,62.586872455790065,0.6250325076147161,20.375877579731554,4.513964729562201,3,2
California,Senate,62.586872455790065,NA,10.022220351420401,3.1657890566840363,0,0
Colorado,Senate,54.268120302384304,0.5377028990320663,24.2866823737325,4.928152024210749,11,5
Colorado,Governor,54.268120302384304,0.582774178296555,19.497442889981745,4.415590887976573,8,4
Connecticut,Senate,58.526242019500806,0.5451106143899753,15.3355909805882,3.916068306425234,3,2
Connecticut,Governor,58.526242019500806,0.5764337455892965,12.78477636341338,3.5755805631272497,5,1
Florida,Senate,48.53526438955828,0.47942388526273255,22.84008728028556,4.779130389546362,24,5
Florida,Governor,48.53526438955828,0.46413100961492343,18.952770176070057,4.353477940230094,12,5
Georgia,Senate,41.97169174882852,0.5176332525162817,19.734519762475415,4.442355204446782,31,11
Georgia,Governor,41.97169174882852,0.4718144333800526,12.217664587875513,3.4953776030459873,29,11
Hawaii,Governor,69.17210294990738,NA,9.002998060880227,3.000499635207481,0,0
Hawaii,Senate,69.17210294990738,NA,9.002998060880227,3.000499635207481,0,0
Idaho,Governor,34.35676477964845,NA,18.377763063390578,4.286929328014468,0,0
Idaho,Senate,34.35676477964845,NA,18.377763063390578,4.286929328014468,0,0
Illinois,Senate,57.926424852004544,0.6067319830088265,33.90392780125941,5.82270794401191,4,3
Illinois,Governor,57.926424852004544,0.6084380936079048,33.66799959316942,5.802413255979741,6,3
Indiana,Senate,42.42633551137972,0.4827586206896552,6.884115055632617,2.623759717587077,1,0
Iowa,Senate,45.49003365482535,0.457963369342058,23.003158014456055,4.796160757778669,14,4
Iowa,Governor,45.49003365482535,0.3998205825672854,23.161023515029655,4.81259010461411,7,3
Kansas,Senate,43.255565338511026,0.41160742602400263,27.9026442515375,5.282295358226147,2,1
Kansas,Governor,43.255565338511026,0.5287519663772351,19.938000456276075,4.465198814865479,5,1
