state_po,office,BPI,weighted_polls,weighted_sd,weighted_var,lean,dem_wins
AL,Governor,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.4431
AL,Senate,38.85691108757344,38.85691108757344,3.4435750397803706,11.85820905459838,38.85691108757344,3.6675
AK,Senate,42.34414164928131,53.230105025434895,5.586395016124207,31.207809276177382,53.230105025434895,59.6023
AK,Governor,42.34414164928131,42.34414164928131,3.662409694796975,13.41324477254287,42.34414164928131,15.116
AZ,Senate,41.38652082164871,53.514789170741814,5.091895467606077,25.927399453027306,53.514789170741814,61.223
AZ,Governor,41.38652082164871,49.604429019664344,4.42461061014918,19.57717905144469,49.604429019664344,44.2448
AR,Senate,36.5803502611594,41.21621621621621,3.326958315085632,11.068651630317426,41.21621621621621,1.6159
AR,Governor,36.5803502611594,38.40794997480911,3.272059996085026,10.70637661797994,38.40794997480911,1.4659
CA,Governor,62.58687245579007,62.503250761471605,4.513964729562201,20.375877579731554,62.503250761471605,95.4507
CA,Senate,62.58687245579007,62.58687245579008,3.1657890566840363,10.0222203514204,62.58687245579008,98.7594
CO,Senate,54.268120302384304,53.770289903206624,4.928152024210749,24.2866823737325,53.770289903206624,68.004
CO,Governor,54.268120302384304,58.2774178296555,4.415590887976573,19.497442889981745,58.2774178296555,84.656
CT,Senate,58.526242019500806,54.51106143899753,3.916068306425234,15.3355909805882,54.51106143899753,75.7081
CT,Governor,58.526242019500806,57.64337455892965,3.5755805631272497,12.78477636341338,57.64337455892965,86.4931
FL,Senate,48.53526438955828,47.94238852627325,4.779130389546362,22.84008728028556,47.94238852627325,39.5904
FL,Governor,48.53526438955828,46.41310096149234,4.353477940230094,18.952770176070057,46.41310096149234,31.4321
GA,Senate,41.97169174882852,51.76332525162817,4.442355204446782,19.73451976247541,51.76332525162817,55.8337
GA,Governor,41.97169174882852,47.18144333800526,3.4953776030459878,12.217664587875513,47.18144333800526,28.3957
HI,Governor,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9964
HI,Senate,69.17210294990738,69.17210294990738,3.000499635207481,9.002998060880227,69.17210294990738,99.9973
ID,Governor,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.084
ID,Senate,34.35676477964845,34.35676477964845,4.286929328014468,18.377763063390574,34.35676477964845,1.1749
IL,Senate,57.926424852004544,60.673198300882646,5.82270794401191,33.90392780125941,60.673198300882646,86.991
IL,Governor,57.926424852004544,60.84380936079048,5.802413255979741,33.66799959316942,60.84380936079048,87.4622
IN,Senate,42.42633551137972,48.275862068965516,2.623759717587077,6.884115055632617,48.275862068965516,13.2768
IA,Senate,45.49003365482535,45.7963369342058,4.796160757778669,23.00315801445605,45.7963369342058,29.4599
IA,Governor,45.49003365482535,39.98205825672854,4.81259010461411,23.16102351502965,39.98205825672854,11.9897
KS,Senate,43.25556533851103,41.160742602400255,5.282295358226147,27.9026442515375,41.160742602400255,15.697
KS,Governor,43.25556533851103,52.87519663772351,4.465198814865479,19.938000456276075,52.87519663772351,48.2151
KY,Senate,38.46817941987608,41.48936170212766,3.260848426799351,10.633132462559804,41.48936170212766,4.2284
LA,Senate,20.82507169120932,36.28225457597397,5.322005717309156,28.323744855071347,36.28225457597397,0.883
ME,Governor,47.50684461591846,56.66194391359159,4.2721547606892765,18.25130629928005,56.66194391359159,75.3997
MD,Senate,59.60060257679597,43.02325581395348,3.2436478839628884,10.521251595136924,43.02325581395348,95.7761
MD,Governor,59.60060257679597,68.18181818181817,4.591392310172564,21.080883345911754,68.18181818181817,98.3981
MA,Governor,63.42754700682979,63.801813291246255,2.9052016377002947,8.440196555696474,63.801813291246255,99.0766
MI,Governor,52.09968939110665,54.32582136891311,4.774317755728866,22.79411003266792,54.32582136891311,69.7275
MN,Governor,54.65445805866372,53.79884514023622,4.750879642303353,22.570857375652437,53.79884514023622,68.9945
MO,Senate,43.48693780265842,43.467261519921216,5.252994816061182,27.593954537565654,43.467261519921216,23.7489
