state,office,BPI,polls,variance,standard_deviation,number_of_polls,last_30_polls
Alabama,Governor,38.856911087573444,NA,11.85820905459838,3.4435750397803706,0,0
Alabama,Senate,38.856911087573444,NA,11.85820905459838,3.4435750397803706,0,0
Alaska,Senate,42.34414164928131,0.528051976056358,30.444423196289694,5.517646526943321,39,18
Alaska,Governor,42.34414164928131,NA,13.41324477254287,3.662409694796975,0,0
Arizona,Senate,41.38652082164871,0.523726883717855,23.142470698377196,4.810662189176995,24,10
Arizona,Governor,41.38652082164871,0.49336850194819226,17.09244148570515,4.134300604177827,20,10
Arkansas,Senate,36.5803502611594,0.3853795216522996,26.363579701579788,5.134547662801445,2,1
Arkansas,Governor,36.5803502611594,0.42551210068040285,16.276659448540624,4.034434216657972,5,1
California,Governor,62.586872455790065,0.6250325076147158,19.502162089421574,4.416125234798213,3,2
California,Senate,62.586872455790065,NA,10.022220351420401,3.1657890566840363,0,0
Colorado,Senate,54.268120302384304,0.5472842622565548,20.381181891577505,4.514552236000544,12,4
Colorado,Governor,54.268120302384304,0.5813780516634615,16.57357522255045,4.071065612656034,9,3
Connecticut,Senate,58.526242019500806,0.56206255084063,10.237855813753045,3.199664953358874,4,2
Connecticut,Governor,58.526242019500806,0.5788560285222101,16.381121798837015,4.047359855367078,8,3
Florida,Senate,48.53526438955828,0.4755384847239657,20.806657001777086,4.561431464110481,26,4
Florida,Governor,48.53526438955828,0.4543480108085579,18.687363475572642,4.322888325595821,14,4
Georgia,Senate,41.97169174882852,0.5106421325786998,17.914729119107403,4.232579487630138,37,15
Georgia,Governor,41.97169174882852,0.46575454220529805,11.666793935339717,3.4156688854951556,35,14
Hawaii,Governor,69.17210294990738,NA,9.002998060880227,3.000499635207481,0,0
Hawaii,Senate,69.17210294990738,NA,9.002998060880227,3.000499635207481,0,0
Idaho,Governor,34.35676477964845,NA,18.377763063390578,4.286929328014468,0,0
Idaho,Senate,34.35676477964845,NA,18.377763063390578,4.286929328014468,0,0
Illinois,Senate,57.926424852004544,0.6067319830088265,30.781211610307615,5.548081795567511,4,2
Illinois,Governor,57.926424852004544,0.6084380936079048,30.636900072443392,5.535060981817941,6,2
Indiana,Senate,42.42633551137972,0.4827586206896552,6.849966018884329,2.6172439738939755,1,0
Iowa,Senate,45.49003365482535,0.4601065795622184,19.534653464338216,4.419802423676676,16,6
Iowa,Governor,45.49003365482535,0.40383817704405545,19.916068228098887,4.46274223186808,8,4
Kansas,Senate,43.255565338511026,0.4116074260240026,8.846407857931812,2.9742911521792568,2,0
Kansas,Governor,43.255565338511026,0.5287519663772351,9.54628111794526,3.0897056684974475,5,0
