state,office,BPI,polls,variance,standard_deviation,number_of_polls,last_30_polls
Alabama,Governor,38.856911087573444,NA,11.85820905459838,3.4435750397803706,0,0
Alabama,Senate,38.856911087573444,NA,11.85820905459838,3.4435750397803706,0,0
Alaska,Senate,42.34414164928131,NA,13.41324477254287,3.662409694796975,0,0
Alaska,Governor,42.34414164928131,NA,13.41324477254287,3.662409694796975,0,0
Arizona,Senate,41.38652082164871,0.535237675848975,10.226493043908638,3.19788884170614,14,9
Arizona,Governor,41.38652082164871,0.4998966813071088,9.22229357014575,3.036822940203421,11,8
Arkansas,Senate,36.5803502611594,0.41216216216216217,13.923595701698094,3.731433464728816,1,1
Arkansas,Governor,36.5803502611594,0.3840794997480911,11.351477686806989,3.36919540644454,4,3
California,Governor,62.586872455790065,0.651685393258427,5.847582081597671,2.4181774297180243,1,1
California,Senate,62.586872455790065,NA,10.022220351420401,3.1657890566840363,0,0
Colorado,Senate,54.268120302384304,0.5428883275169832,9.189292403812324,3.0313845687758465,8,3
Colorado,Governor,54.268120302384304,0.5623660624136818,7.146012339883473,2.6732026372655464,6,2
Connecticut,Senate,58.526242019500806,0.5827831349565936,6.161217690268471,2.4821800277716504,2,2
Connecticut,Governor,58.526242019500806,0.5764337455892965,5.986249678741065,2.4466813602798925,5,2
Florida,Senate,48.53526438955828,0.4829901439316959,12.351902065768016,3.5145272890913817,21,5
Florida,Governor,48.53526438955828,0.4647022286041271,11.778923985175904,3.432043703855751,9,6
Georgia,Senate,41.97169174882852,0.5141188320706289,7.616480936324223,2.7597972636272075,23,8
Georgia,Governor,41.97169174882852,0.4717458936752543,5.9991963152523695,2.449325685827095,22,9
Hawaii,Governor,69.17210294990738,NA,9.002998060880227,3.000499635207481,0,0
Hawaii,Senate,69.17210294990738,NA,9.002998060880227,3.000499635207481,0,0
Idaho,Governor,34.35676477964845,NA,18.377763063390578,4.286929328014468,0,0
Idaho,Senate,34.35676477964845,NA,18.377763063390578,4.286929328014468,0,0
Illinois,Senate,57.926424852004544,0.6153811595338949,8.182145348949211,2.8604449564620555,2,1
Illinois,Governor,57.926424852004544,0.580603333331569,8.884864087057798,2.980748913789586,4,2
Indiana,Senate,42.42633551137972,0.4827586206896552,6.4060285411565845,2.531013342745665,1,0
Iowa,Senate,45.49003365482535,0.4757268104957858,10.559500057583824,3.249538437622153,10,1
Iowa,Governor,45.49003365482535,0.4093783325474539,11.523051993368272,3.394562121005929,4,0
Kansas,Senate,43.255565338511026,0.4116074260240027,12.173413893581387,3.489041973605561,2,2
Kansas,Governor,43.255565338511026,0.5287519663772351,10.04231554858567,3.1689612728125396,5,2
