poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,Trump Sr.,16651,Donald Trump,53.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,DeSantis,16646,Ron DeSantis,29.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,Haley,16640,Nimrata R. Haley,4.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,Pence,16638,Mike Pence,6.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,T. Scott,16648,Tim Scott,0.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,Pompeo,16652,Mike Pompeo,0.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163936,,a,r,a-r,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8916,2024,U.S. President,0,,,primary,false,false,REP,Cruz,16641,Ted Cruz,3.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163937,,a,d,a-d,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8915,2024,U.S. President,0,,,primary,false,false,DEM,Biden,19368,Joe Biden,29.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163937,,a,d,a-d,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8915,2024,U.S. President,0,,,primary,false,false,DEM,Harris,16661,Kamala Harris,9.0
81180,568,YouGov,278,UMass Amherst,YouGov,391,YouGov,B+,Online,,10/17/22,10/19/22,,"",,163937,,a,d,a-d,,10/24/22 14:36,"",https://polsci.umass.edu/toplines-and-crosstabs-oct-2022-biden-approval-rates-trump-insurrection-charges,"",false,,8915,2024,U.S. President,0,,,primary,false,false,DEM,Sanders,19238,Bernard Sanders,14.0
